City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
370,Lagoa,PT,59.72,scattered clouds,39.05,-27.9833,Casa Das Faias
371,Lake City,US,72.0,clear sky,30.1897,-82.6393,Ramada Limited Lake City
372,Auki,SB,77.25,broken clouds,-8.7676,160.7034,Auki Motel
373,Worland,US,55.99,clear sky,44.0169,-107.9554,Town House Motor Inn
374,Zhuhai,CN,75.99,scattered clouds,22.2769,113.5678,Nanyang Seascape Hotel Zhuhai Hotel
375,Nouadhibou,MR,77.0,scattered clouds,20.931,-17.0347,El Medina
376,Sovetskaya Gavan,RU,32.11,overcast clouds,48.9723,140.2878,"Хостел ""Пилигрим"""
377,Monduli,TZ,75.2,scattered clouds,-3.3,36.45,Monduli Lutheran Youth Hostel
380,Peniche,PT,69.01,broken clouds,39.3558,-9.3811,Hotel Star inn Peniche
381,Barsovo,RU,42.8,clear sky,61.1667,73.1667,Dipanjan Goswami
383,Marsh Harbour,BS,68.11,clear sky,26.5412,-77.0636,Abaco Beach Resort
384,Ulaanbaatar,MN,24.8,clear sky,47.9077,106.8832,The Blue Sky Hotel and Tower
385,Roma,US,53.01,clear sky,43.2128,-75.4557,Wingate By Wyndham Rome
386,Alofi,NU,77.0,overcast clouds,-19.0595,-169.9187,Taloa Heights
387,Juneau,US,37.4,light rain,58.3019,-134.4197,"Baranof Downtown, Bw Signature Collection"
388,Skjervoy,NO,35.2,light snow,70.0311,20.9714,Skjervøy Byggeservice AS
389,Gwadar,PK,80.74,broken clouds,25.1216,62.3254,Sadaf Resort
391,Soyo,AO,86.0,light rain,-6.1349,12.3689,Hotel Mpampa
392,Hastings,GB,46.99,overcast clouds,50.8552,0.5729,Zanzibar Hotel
393,Polyarnyy,RU,33.8,light rain,69.1989,33.4478,Hotel Tatyana
394,Halifax,CA,45.0,overcast clouds,44.6453,-63.5724,Hotel Halifax
395,Turukhansk,RU,34.12,overcast clouds,65.8167,87.9833,"ООО ""Туруханская пушнина"""
396,Northam,GB,45.0,broken clouds,51.0333,-4.2167,Durrant House Hotel
397,Loiza,PR,84.2,scattered clouds,18.4313,-65.8802,Malibu Beachfront
398,Tuntum,BR,83.05,overcast clouds,-5.2581,-44.6489,Casa do Murilo
399,Hauterive,FR,66.2,clear sky,46.0901,3.4459,Aletti Palace Hotel
400,Douglas,US,69.01,clear sky,41.3,-96.167,Hilton Garden Inn Omaha West
401,Bubaque,GW,76.37,broken clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
402,Te Anau,NZ,45.05,clear sky,-45.4167,167.7167,Kingsgate Hotel Te Anau
403,Muntenii De Jos,RO,55.4,clear sky,46.6167,27.7667,Hotel Vaslui
404,Langarud,IR,68.0,broken clouds,37.197,50.1535,ستاد اسکان فرهنگیان لنگرود
406,Darhan,MN,40.71,broken clouds,49.4867,105.9228,Buudai Hotel
407,Tigil,RU,21.43,light snow,57.8,158.6667,Tigil'
408,Husavik,IS,23.0,few clouds,66.0449,-17.3389,Bjarnabúð
409,Gazanjyk,TM,66.65,clear sky,39.2446,55.5154,Railway motel
410,Raudeberg,NO,37.0,overcast clouds,61.9875,5.1352,Nordre Silda.
411,Okato,NZ,61.0,overcast clouds,-39.2,173.8833,Goodin Country Garden
412,Puerto Escondido,MX,84.2,clear sky,15.85,-97.0667,Aldea del Bazar Hotel and Spa
413,Santa Fe,AR,73.99,overcast clouds,-31.6333,-60.7,Conquistador Hotel
414,Garbou,RO,53.6,clear sky,47.15,23.4333,Călacea county
415,Merrill,US,64.0,clear sky,45.1805,-89.6835,Prairie Motel
416,Alta Floresta,BR,85.66,broken clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
417,Mulege,MX,85.68,clear sky,26.8833,-111.9833,Casa Granada
418,Zhezkazgan,KZ,41.58,overcast clouds,47.8043,67.7144,Ul. Ranova 15-1 Kvartiry Posutochno.
420,Xining,CN,41.5,few clouds,36.6167,101.7667,Super Leisure Hotel
421,Bonavista,CA,39.2,overcast clouds,48.6499,-53.1147,Abbott's Bed & Breakfast
423,Vuktyl,RU,23.52,few clouds,63.8567,57.3094,Mini-Hotel Lokomotiv
424,Kroya,ID,78.19,overcast clouds,-7.6331,109.2461,RUSTANTO Fam
425,Sao Miguel Do Araguaia,BR,86.97,moderate rain,-13.275,-50.1628,Hotel Executivo Palace
426,Porosozero,RU,35.06,light snow,62.7191,32.727,Porosozero
427,Burns Lake,CA,26.6,overcast clouds,54.2331,-125.7533,Burns Lake Bed and Breakfast
428,Puerto Madero,MX,86.0,broken clouds,14.7208,-92.4215,Hotel La Central
429,Katherine,AU,69.8,clear sky,-14.4667,132.2667,Pine Tree Motel
430,Sillamae,EE,32.47,light snow,59.3997,27.7547,Hotel Krunk
432,Ewa Beach,US,71.6,clear sky,21.3156,-158.0072,Uncle Junior Robert
433,Mancio Lima,BR,77.0,overcast clouds,-7.6142,-72.8958,Hotel e Distribuidora Voyage
434,Ponta Delgada,PT,62.6,few clouds,37.7333,-25.6667,Vila Nova Hotel
435,Leh,IN,34.52,scattered clouds,34.1667,77.5833,Hotel Ladakh Greens
436,Huejuquilla El Alto,MX,68.27,clear sky,22.6,-103.8667,Hotel Huexuquillan
437,San Luis,AR,80.46,few clouds,-33.295,-66.3356,Huarpes Hotel
438,Oga,IT,53.01,clear sky,46.4631,10.347,QC Terme Bagni di Bormio Bagni Nuovi
439,Hervey Bay,AU,73.0,overcast clouds,-25.2986,152.8535,Shelly Bay Resort
440,Honiara,SB,78.49,scattered clouds,-9.4333,159.95,Heritage Park Hotel
441,General Roca,AR,71.6,light rain,-39.0333,-67.5833,Hotel y Casino del Río General Roca
442,Hit,IQ,75.49,clear sky,33.6416,42.8251,صالون زيرو
443,Ondo,NG,92.23,broken clouds,7.1,4.8333,Leisure Spring Hotel
444,North Bend,US,41.0,clear sky,43.4065,-124.2243,Red Lion Hotel Coos Bay
445,Puerto Carreno,CO,86.04,overcast clouds,6.189,-67.4859,Casa Hotel Victoria
446,Maxixe,MZ,80.6,few clouds,-23.8597,35.3472,Oceano
447,Chernyshevsk,RU,22.91,scattered clouds,52.5243,117.0174,Inn Na Tsentralnoy
448,Tiarei,PF,77.0,few clouds,-17.5333,-149.3333,Le Rocher de Tahiti
449,Cockburn Town,TC,75.2,broken clouds,21.4612,-71.1419,Osprey Beach Hotel
450,Beira,MZ,78.8,scattered clouds,-19.8436,34.8389,Beira Terrace Hotel
451,Sao Jose Da Coroa Grande,BR,83.73,broken clouds,-8.8978,-35.1478,Crôa Mares Hotel
452,Chauk,MM,75.99,overcast clouds,20.8833,94.8167,Bo Khin Guest House
453,Hammerfest,NO,33.8,light snow,70.6634,23.6821,Skytterhuset
454,Codajas,BR,87.19,overcast clouds,-3.8367,-62.0569,Hotel Tamires
456,Peace River,CA,34.0,broken clouds,56.2501,-117.286,BCMInns - Peace River
457,Port Elizabeth,ZA,66.2,overcast clouds,-33.918,25.5701,39 On Nile Guest House
458,Oxapampa,PE,67.21,broken clouds,-10.5775,-75.4017,Hotel Heidinger
459,Ugoofaaru,MV,83.39,few clouds,5.6667,73.0,Ungoofaaru Inn
460,Port Washington,US,60.01,clear sky,40.8257,-73.6982,The Andrew Hotel
461,Sitka,US,37.4,moderate rain,57.0531,-135.33,Westmark Sitka
462,Paita,PE,84.2,clear sky,-5.0892,-81.1144,Hotel Náutico de Paita
463,Samarai,PG,82.09,overcast clouds,-10.6167,150.6667,Nuli Sapi
464,Tual,ID,83.66,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
465,Asosa,ET,81.61,broken clouds,10.0667,34.5333,Blendana Hotel Assosa
466,Tarakan,ID,77.9,overcast clouds,3.3,117.6333,RedDoorz Syariah near Taman Berlabuh Tarakan
468,Eureka,US,48.99,overcast clouds,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
469,Naze,JP,59.27,clear sky,28.3667,129.4833,奄美ポートタワーホテル
470,Gat,IL,77.0,clear sky,31.61,34.7642,OlusHome
471,Poum,NC,78.62,broken clouds,-20.2333,164.0167,Gîte kajeon
472,Pierre,US,53.6,clear sky,44.3683,-100.351,Ramkota Hotel
473,Gornopravdinsk,RU,36.32,overcast clouds,60.05,69.9,Burovik
474,Ayagoz,KZ,44.13,overcast clouds,47.9714,80.4392,Gostinitsa Nur
475,Coquimbo,CL,68.0,clear sky,-29.9533,-71.3436,Punto de encuentro
476,Malakal,SS,97.74,scattered clouds,9.5334,31.6605,Nile Palace Hotel
477,Talnakh,RU,22.28,snow,69.4865,88.3972,Talnakh Hotel
478,Marshfield,US,66.99,clear sky,44.6689,-90.1718,Holiday Inn Conference Ctr Marshfield
479,Toguchin,RU,29.8,broken clouds,55.2353,84.3858,Stolitsa
480,Bahar,IR,54.27,clear sky,34.9072,48.4414,نمایندگی سایپا اسدی 20406
481,Morant Bay,JM,82.4,scattered clouds,17.8815,-76.4093,Whispering Bamboo Cove Resort
482,Badou,TG,88.63,broken clouds,7.5833,0.6,Auberge la Victoire
483,Linqiong,CN,63.0,scattered clouds,30.4159,103.4609,Tianlun Tanxianglou Hotel
484,Lubbock,US,61.0,overcast clouds,33.6001,-101.8338,La Quinta Inn by Wyndham Lubbock - Downtown Civic Center
485,Ganzhou,CN,52.68,overcast clouds,28.8184,115.4327,Laotou Farm Restaurant Hostel
488,Rupert,US,48.2,clear sky,42.6191,-113.6772,Uptown Motel
489,Mafeteng,LS,67.03,clear sky,-29.823,27.2374,Mafeteng police station
490,Troitsko-Pechorsk,RU,24.48,few clouds,62.7084,56.1964,Pechora Gostinitsa
491,Southbridge,US,55.99,clear sky,42.0751,-72.0334,Southbridge Hotel & Conference Center
492,Aykino,RU,33.46,overcast clouds,62.2248,49.9922,Gostinitsa
494,Banda Aceh,ID,80.33,overcast clouds,5.5577,95.3222,Sulthan Hotel International
495,Kulhudhuffushi,MV,83.19,clear sky,6.6221,73.07,Haajy Guest House 1
496,Ketchikan,US,37.4,overcast clouds,55.3422,-131.6461,Snows Cove Lodge
497,Hami,CN,57.34,clear sky,42.8,93.45,Laoyutang Resort
498,Morondava,MG,77.99,clear sky,-20.2833,44.2833,La Case Bambou
499,Macapa,BR,89.6,scattered clouds,0.0389,-51.0664,Atalanta Hotel
500,Along,IN,65.28,clear sky,28.1667,94.7667,Hotel West
501,Hampton,US,64.0,clear sky,37.0299,-76.3452,Embassy Suites by Hilton Hampton Convention Center
502,Port Lincoln,AU,62.47,moderate rain,-34.7333,135.8667,Port Lincoln Hotel
503,Lanzhou,CN,57.99,clear sky,36.0564,103.7922,Lanzhou Amdo Xiangbala Hotel
504,Vila Velha,BR,77.0,broken clouds,-20.3297,-40.2925,Quality Suites Vila Velha
505,Tateyama,JP,51.01,scattered clouds,34.9833,139.8667,Tateyama Seaside Hotel
506,Staroaleyskoye,RU,36.7,overcast clouds,51.0061,82.0,"Gostinitsa ""Uyut"""
507,Santa Rosa,PH,82.4,few clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
508,Laguna,US,51.01,broken clouds,38.421,-121.4238,Holiday Inn Express & Suites Elk Grove Central - Hwy 99
509,Corner Brook,CA,53.6,overcast clouds,48.9667,-57.9484,Glynmill Inn
512,Antofagasta,CL,73.99,clear sky,-23.65,-70.4,Holiday Inn Express Antofagasta
513,Lamu,KE,84.2,few clouds,-2.2717,40.902,Lamu House
515,Muli,MV,84.04,scattered clouds,2.9167,73.5667,Medhufushi Island Resort
516,Requena,ES,71.01,few clouds,39.4883,-1.1004,Hotel Avenida
517,Quatre Cocos,MU,81.0,scattered clouds,-20.2078,57.7625,Emeraude Beach Attitude Hotel
518,Hearst,CA,46.4,overcast clouds,49.6835,-83.6665,Companion
519,Nagorsk,RU,30.22,broken clouds,59.3172,50.8078,Uyutnyy Dom
520,Corn Island,NI,80.11,overcast clouds,12.1694,-83.0418,Big Fish Guest House
521,Molteno,ZA,67.41,clear sky,-31.3968,26.3625,Nadirashaleeta B&B
522,Brae,GB,33.8,light snow,60.3964,-1.353,Busta House Hotel
523,Seguela,CI,94.78,overcast clouds,7.9611,-6.6731,Hotel le Carrefour
524,Sambava,MG,79.9,scattered clouds,-14.2667,50.1667,Melrose
525,Santa Rosalia,MX,81.32,clear sky,27.3167,-112.2833,Hotel Las Casitas Santa Rosalia
526,Shimoda,JP,52.0,overcast clouds,34.6667,138.95,Shimoda Tokyu Hotel
527,Maceio,BR,86.0,broken clouds,-9.6658,-35.7353,Poutur Pousada
528,Verkhnyaya Sinyachikha,RU,32.58,overcast clouds,57.976,61.6673,Hostel Sovetskaya
529,Margate,GB,46.0,overcast clouds,51.3813,1.3862,Premier Inn Margate hotel
530,Maniitsoq,GL,27.09,snow,65.4167,-52.9,Hotel Heilmann Lyberth
531,Cabedelo,BR,86.0,broken clouds,-6.9811,-34.8339,Hotel Pigalle
532,Kamen-Rybolov,RU,40.95,few clouds,44.7481,132.0403,"The recreation center ""Olimp"""
533,Navalmoral De La Mata,ES,72.3,clear sky,39.8916,-5.5406,Hotel Moya S A
534,San Felipe,VE,82.24,overcast clouds,10.3399,-68.7425,Posada Llovizna Rodríguez
535,Plettenberg Bay,ZA,61.9,light rain,-34.0527,23.3716,Thanda Vista B&B
536,Shenjiamen,CN,54.05,overcast clouds,29.9576,122.298,Jinjiang Inn Zhoushan Putuo Shenjiamen
537,Sao Joao Da Barra,BR,82.4,broken clouds,-21.6403,-41.0511,Pousada Porto De Canoas
538,Champerico,GT,80.6,clear sky,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
539,Qaqortoq,GL,39.2,broken clouds,60.7167,-46.0333,Hotel Qaqortoq
540,Lata,PT,79.0,clear sky,40.1629,-8.3327,Casa Maquia
542,Barbate,ES,75.0,clear sky,36.1924,-5.9219,Hotel Adiafa
544,Severnoye,RU,35.33,overcast clouds,56.3491,78.3619,Gostinitsa Severyanka
545,Alvorada,BR,88.72,broken clouds,-12.48,-49.1247,Cristal Plaza Hotel
546,Tabuk,PH,73.36,broken clouds,17.4189,121.4443,Golden Berries Hotel and Convention
547,Pacific Grove,US,53.6,overcast clouds,36.6177,-121.9166,Lovers Point Inn
548,Atasu,KZ,35.71,overcast clouds,48.6814,71.6433,Dostyk
549,Ozark,US,68.0,overcast clouds,37.0209,-93.206,Americas Best Value Inn Ozark Springfield
550,Urumqi,CN,55.4,clear sky,43.801,87.6005,Hua Ling Grand Hotel Urumqi
551,Ayan,RU,13.51,overcast clouds,56.45,138.1667,Gostinitsa
552,Naples,IT,60.8,few clouds,40.8333,14.25,Renaissance Naples Hotel Mediterraneo
553,Nemuro,JP,31.77,clear sky,43.3236,145.575,Hotel Nemuro Kaiyoutei
554,Kigoma,TZ,80.6,few clouds,-4.8769,29.6267,Kigoma Hilltop Hotel
555,Pemberton,CA,26.6,clear sky,50.3164,-122.8027,Pemberton Valley Lodge
559,Bayir,TR,66.2,broken clouds,37.2687,28.2167,Hotel Babadag
560,Gushikawa,JP,66.2,overcast clouds,26.3544,127.8686,Kirari Guest House
561,Sault Sainte Marie,CA,48.2,few clouds,46.5168,-84.3333,Comfort Inn
562,Grand Gaube,MU,81.0,broken clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
563,Kenora,CA,44.6,overcast clouds,49.8167,-94.4337,Maynard Lake Lodge
564,Apango,MX,80.01,clear sky,17.7333,-99.3333,Agua Inmaculada Apango
565,Gasa,PS,77.0,clear sky,31.5,34.4667,رابطة الفنانين الفلسطينيين
566,Hay River,CA,32.0,overcast clouds,60.8156,-115.7999,Ptarmigan Inn Hotels
567,Richards Bay,ZA,69.76,clear sky,-28.783,32.0377,BON Hotel Waterfront Richards Bay
568,Nampula,MZ,78.8,light rain,-15.1165,39.2666,BUTIK Hotel
570,Hunchun,CN,40.23,broken clouds,42.8675,130.3581,International Hotel
572,Ledyard,US,55.99,clear sky,41.4398,-72.0142,Stonecroft Country Inn
573,Balaghat,IN,86.76,clear sky,21.8,80.1833,Hotel celebration
574,Huarmey,PE,76.21,scattered clouds,-10.0681,-78.1522,Hotel Miramar
575,Wajid,SO,85.64,broken clouds,3.8093,43.2471,xamdihotelresturant114
576,Altay,CN,42.44,clear sky,47.8667,88.1167,Jinqiao Hotel
577,Brooks,CA,37.0,clear sky,50.5834,-111.8851,Heritage Inn Hotel & Convention Centre
578,Krasnoborsk,RU,37.89,overcast clouds,61.5598,45.934,"Baza Otdykha ""Medvezhiy Ugol"""
579,Verkhniy Mamon,RU,44.74,overcast clouds,50.1635,40.3832,Guest House Motel Moscow
580,Robat Karim,IR,69.8,clear sky,35.4846,51.0829,لوازم خانگي شايان
581,Yazd,IR,68.0,few clouds,31.8972,54.3675,Mozaffar Traditional Hotel
583,Visby,SE,37.99,clear sky,57.6409,18.296,Best Western Solhem Hotel Visby
584,Hofn,IS,23.94,overcast clouds,64.2539,-15.2082,Hótel Höfn
585,Cumra,TR,62.6,broken clouds,37.5732,32.7745,Catalhoyuk Hotel
586,Loanhead,GB,44.6,clear sky,55.8795,-3.1587,Melville Castle Hotel
587,Alyangula,AU,79.7,few clouds,-13.8483,136.4192,Groote Eylandt Lodge
588,Khani,GE,55.4,overcast clouds,41.9563,42.9566,კურორტი ზეკარი/Resort Zekari
590,Vallenar,CL,78.1,clear sky,-28.5708,-70.7581,Humacao Bed & Breakfast
591,Sakakah,SA,80.6,clear sky,29.9697,40.2064,Fakhamat Al Orjoana Apartment
592,Palauig,PH,79.59,clear sky,15.435,119.9045,Myhousebythesea
593,Hanting,CN,54.21,overcast clouds,36.7708,119.2108,Weifang Xinhongda Guesthouse
594,Villefranche-Sur-Saone,FR,64.0,overcast clouds,45.9833,4.7167,Hôtel Kyriad Villefranche Sur Saone
596,Mehamn,NO,35.6,broken clouds,71.0357,27.8492,Mehamn Arctic Hotel AS
597,Kununurra,AU,73.4,clear sky,-15.7667,128.7333,Hotel Kununurra
598,Kurilsk,RU,27.46,clear sky,45.2333,147.8833,City of Kurilsk
599,La Ronge,CA,35.6,overcast clouds,55.1001,-105.2842,Northland Motor Hotel
601,Medea,DZ,64.4,scattered clouds,36.2642,2.7539,Hôtel M'Sallah
602,Tokmak,UA,44.87,overcast clouds,47.2514,35.7058,Дом приезжих
604,Kasempa,ZM,69.12,broken clouds,-13.4584,25.8338,Lolelunga Forest Reserve
605,Stuttgart,DE,42.8,light rain,48.7823,9.177,Hotel Unger
606,Den Helder,NL,39.0,broken clouds,52.9599,4.7593,Hotel Den Helder
607,Vao,NC,74.61,broken clouds,-22.6667,167.4833,Hotel Kou-Bugny
608,Kamaishi,JP,37.18,clear sky,39.2667,141.8833,Hotel Route Inn Kamaishi
609,Rocha,UY,78.1,few clouds,-34.4833,-54.3333,Beleza Pura B&B
610,Erbaa,TR,48.2,broken clouds,40.6689,36.5675,Erbaa Öğretmenevi
611,Buala,SB,79.88,overcast clouds,-8.145,159.5921,Maringe Lagoon Lodge
612,Sioux Lookout,CA,44.6,broken clouds,50.1001,-91.917,Knobby's Fly-In Camps
613,Elbistan,TR,54.7,overcast clouds,38.2059,37.1983,Sword Hotel
614,Burgeo,CA,44.71,overcast clouds,47.6167,-57.6152,Gillett's Motel
615,Urucara,BR,89.85,overcast clouds,-2.5364,-57.76,Hotel japa
616,Vadso,NO,33.8,sleet,70.0744,29.7487,Scandic Vadsø
617,Harrogate,GB,46.0,clear sky,53.9908,-1.5373,Hotel du Vin Harrogate
618,Neiafu,TO,71.6,scattered clouds,-18.65,-173.9833,Mystic Sands
619,Santarem,BR,82.4,scattered clouds,-2.4431,-54.7083,Ecotur Lodge
620,San Quintin,MX,63.79,scattered clouds,30.4833,-115.95,Old Mill Hotel
621,Ilebo,CD,85.33,overcast clouds,-4.3167,20.5833,Hôtel BUMAK
622,Peque,CO,77.88,overcast clouds,7.0212,-75.9093,Hotel Rodizzio
623,Mackay,AU,73.4,broken clouds,-21.15,149.2,International Lodge Motel
624,Razole,IN,82.4,broken clouds,16.4833,81.8333,Sterling Palavelli Godavari
626,Rivera,UY,78.31,overcast clouds,-30.9053,-55.5508,Hotel Casino & Resort Rivera
627,Estevan,CA,39.2,broken clouds,49.1334,-102.9842,"Motel 6 Estevan, SK"
628,Koshekhabl,RU,51.76,light rain,44.8972,40.5119,Apartments Europa
629,Bozhou,CN,45.82,overcast clouds,33.8772,115.7703,Haitian Hotel
631,Pavlovsk,RU,46.22,light rain,50.4578,40.1081,Grand-Otel'
633,Villa Carlos Paz,AR,77.0,overcast clouds,-31.4241,-64.4978,Monte Carlo
634,Elizabeth City,US,64.0,clear sky,36.2946,-76.2511,Hampton Inn Elizabeth City
635,Nichinan,JP,54.34,scattered clouds,31.6,131.3667,Guest House Aki
636,Sao Felix Do Xingu,BR,91.99,few clouds,-6.6447,-51.995,Rio Xingu Camping
637,Sinjar,IQ,64.27,broken clouds,36.3209,41.8754,زوماني فون 1
638,Barcelona,ES,70.0,clear sky,41.3888,2.159,Axel Hotel Barcelona
640,Puerto Palomas,MX,60.8,clear sky,31.7667,-107.6167,Hotel San Carlos
641,Sao Raimundo Das Mangabeiras,BR,88.32,overcast clouds,-7.0219,-45.4811,Hotel Tropical
642,Meadow Lake,US,69.01,scattered clouds,34.8014,-106.5436,JKL Inc. R.V Park and Storage
643,Yulara,AU,69.8,clear sky,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
644,Bonoua,CI,87.8,light rain,5.2741,-3.595,Hotel Bon Samaritian
645,Nelson Bay,AU,64.99,overcast clouds,-32.7167,152.15,Mantra Nelson Bay
647,Kupang,ID,77.16,overcast clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
649,Simplicio Mendes,BR,88.93,overcast clouds,-7.8539,-41.9103,Fidalgo
650,Luchegorsk,RU,43.77,broken clouds,46.4764,134.2569,Mirazh
651,Libertador General San Martin,AR,80.01,overcast clouds,-23.8064,-64.7876,Posada del Sol
652,Loandjili,CG,84.2,scattered clouds,-4.7561,11.8578,Résidence ARCHANGE
653,Matara,LK,78.44,scattered clouds,5.9485,80.5353,Amaloh Boutique Resort
654,Qasigiannguit,GL,17.6,light snow,68.8193,-51.1922,Hotel Discobay
655,Amuntai,ID,73.69,moderate rain,-2.4177,115.2494,Hotel Balqis
656,Gloucester,GB,44.6,few clouds,51.8657,-2.2431,Edward Hotel
657,El Salto,MX,81.01,few clouds,20.3333,-104.5,ramirez
658,Ramanathapuram,IN,84.04,clear sky,9.3833,78.8333,Golden Residency
660,Akdagmadeni,TR,52.5,light rain,39.6603,35.8836,Hanedan Otel
661,Chemainus,CA,42.01,few clouds,48.9163,-123.7194,Fuller Lake Motel
662,Flin Flon,CA,39.2,broken clouds,54.7682,-101.865,Victoria Inn Flin Flon
663,Krasnoturinsk,RU,29.55,overcast clouds,59.7666,60.2086,Teremok Inn
664,Acucena,BR,77.23,overcast clouds,-19.0731,-42.5464,Hotel e Restaurante Açucena
665,Dodge City,US,66.99,clear sky,37.7528,-100.0171,Windsor Inn & Suites
666,Peno,RU,42.13,scattered clouds,56.9262,32.7426,Country House Orlinka
667,Ginir,ET,63.57,light rain,7.1333,40.7,Sura Dare Village
668,Zalantun,CN,36.52,scattered clouds,48.0,122.7167,GreenTree Alliance Hulunbeier Zhalantun Railway Station Hotel
669,Aurillac,FR,62.01,clear sky,44.9167,2.45,Hôtel Restaurant Campanile Aurillac
670,Alugan,PH,78.58,overcast clouds,12.2188,125.4808,JM Lodge
671,Kroonstad,ZA,71.82,clear sky,-27.6504,27.2349,Travel Inn Kroonstad
672,Sarkikaraagac,TR,52.75,scattered clouds,38.0794,31.3664,Sarkikaraagac Ogretmenevi
673,Alice Springs,AU,70.0,clear sky,-23.7,133.8833,Desert Palms Alice Springs
674,Saint-Joseph,RE,80.6,clear sky,-21.3667,55.6167,"""Plantation Bed and Breakfast"
675,Corpus Christi,US,75.2,broken clouds,27.8006,-97.3964,Holiday Inn Corpus Christi Downtown Marina
677,Guangyuan,CN,57.99,overcast clouds,32.442,105.823,Guangyuan Poetry Hotel
678,Santo Nino,PH,76.75,overcast clouds,6.435,124.6975,The Signature Place
679,Bull Savanna,JM,78.82,broken clouds,17.8868,-77.5902,Big Red's
680,Dillon,US,75.0,clear sky,34.4166,-79.3712,Dillon Express Inn
681,Namatanai,PG,77.83,moderate rain,-3.6667,152.4333,Namatanai Hotel
682,Torrington,US,53.01,few clouds,41.8007,-73.1212,The Yankee Pedlar Inn
683,Kijang,KR,48.2,clear sky,35.2442,129.2139,Samyang Beach Villa
684,Port-Cartier,CA,41.0,mist,50.0334,-66.8654,Le Q'Artier
685,Guasdualito,VE,80.6,moderate rain,7.2424,-70.7324,Hotel Cuibas
686,Barbastro,ES,68.0,clear sky,42.0356,0.1269,Gran Hotel Ciudad De Barbastro
687,Paamiut,GL,34.59,overcast clouds,61.994,-49.6678,Yeet Hotel
